review,clean_text,rating,date,bank,source
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,hi i have problem with this app boa mobile i don t know what is wrong with this app i did many times download but it s sam doesn t work if sam like that this app way i have to be customer with them how i know my account and checking save the book is no not enough alone,1,2024-08-28,Bank of Abyssinia,Google Play
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.","better app than most mobile apps, but why do i have to turn off developer option every time i wanna use the app?? it s annoying.",1,2024-09-13,Bank of Abyssinia,Google Play
Best,best,5,2025-01-01,Bank of Abyssinia,Google Play
"Easy and sooo simple to use it, also its easy to stole someones money using the app","easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Bank of Abyssinia,Google Play
best app,best app,5,2025-11-08,Bank of Abyssinia,Google Play
It doesn't work,it doesn t work,1,2024-07-12,Bank of Abyssinia,Google Play
amazing Banks App👌👌,amazing banks app,3,2025-06-25,Bank of Abyssinia,Google Play
not fast,not fast,2,2025-08-12,Bank of Abyssinia,Google Play
"I can not open and use the application,please help me!","i can not open and use the application,please help me!",5,2024-08-15,Bank of Abyssinia,Google Play
"Best app, somehow waiting a few minutes","best app, somehow waiting a few minutes",5,2025-01-23,Bank of Abyssinia,Google Play
best of best,best of best,5,2025-11-10,Bank of Abyssinia,Google Play
uselss app dont download,uselss app dont download,1,2024-07-26,Bank of Abyssinia,Google Play
Amazing,amazing,5,2024-09-19,Bank of Abyssinia,Google Play
"this app does no work on Samsung a51, it just gives a preview of the logo","this app does no work on samsung a51, it just gives a preview of the logo",1,2025-05-11,Bank of Abyssinia,Google Play
Please try another because this app doesn't feet the need of this generation,please try another because this app doesn t feet the need of this generation,1,2024-10-25,Bank of Abyssinia,Google Play
Bast bank of ethiopia,bast bank of ethiopia,5,2024-11-12,Bank of Abyssinia,Google Play
Best,best,5,2024-11-25,Bank of Abyssinia,Google Play
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.","the application used to work well. but after updates i m not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Bank of Abyssinia,Google Play
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.","this is the best app many features are awesome, but it should work without the need to turn off the developer options. i m tired of having to constantly switch the developer options off and on. i ve been expressing my struggles about this. i have precious settings enabled in the developer options, and to open the app boa app, i have to turn them off. please help us, abyssinia bank. i hope you can provide an update soon.",4,2024-12-08,Bank of Abyssinia,Google Play
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,has some nice interface but always freezes or slow to load .app developers please fix this issue.,3,2024-10-27,Bank of Abyssinia,Google Play
😡😡😡🤬🤬🤬,,1,2025-01-16,Bank of Abyssinia,Google Play
this is so disappointing app 😞,this is so disappointing app,1,2024-07-31,Bank of Abyssinia,Google Play
this version is not working for me I cannot even buy card. I cannot send money,this version is not working for me i cannot even buy card. i cannot send money,1,2025-03-30,Bank of Abyssinia,Google Play
it needs a timely update,it needs a timely update,5,2025-10-03,Bank of Abyssinia,Google Play
Okay,okay,4,2025-07-13,Bank of Abyssinia,Google Play
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.","the app is not suitable and lacks a good ui design. as a large bank, you must update your app with a professional ui that is fast and appropriate.",2,2025-10-16,Bank of Abyssinia,Google Play
yes goode app,yes goode app,5,2025-08-03,Bank of Abyssinia,Google Play
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.","your app doesn t match your bank, the app is disaster, super slow. please learn something from tele birr app.",1,2024-11-19,Bank of Abyssinia,Google Play
This App is Getting worse and worse with every update,this app is getting worse and worse with every update,2,2025-07-11,Bank of Abyssinia,Google Play
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,አንድ star ራሱ ይበዛበታል i dont recomend to use this app also the bank,1,2024-11-12,Bank of Abyssinia,Google Play
Best,best,5,2024-07-01,Bank of Abyssinia,Google Play
none,none,5,2025-09-14,Bank of Abyssinia,Google Play
"It's not functional at all. It keeps saying ""error"". Unable to activate.",it s not functional at all. it keeps saying error . unable to activate.,1,2024-07-13,Bank of Abyssinia,Google Play
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.","this app takes too long time to be opened. and even it is not working simply as other banks application. why this app does not give a digital invoice. even, i am not able to find where the screeshot is kept after transaction. so, please the developer should fix all these.",1,2024-08-07,Bank of Abyssinia,Google Play
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor","a total disaster of an app. always offline, never works, it s embarassing. i ve lost hope and taken my business to a competitor",1,2024-08-08,Bank of Abyssinia,Google Play
its best app but its don't working in poor connection area so,its best app but its don t working in poor connection area so,5,2024-07-03,Bank of Abyssinia,Google Play
"It's not working as it was , so much need to improve, it was the best but not anymore","it s not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,Bank of Abyssinia,Google Play
Fast and reliable,fast and reliable,5,2024-11-18,Bank of Abyssinia,Google Play
good,good,2,2025-09-13,Bank of Abyssinia,Google Play
best,best,5,2025-03-21,Bank of Abyssinia,Google Play
please open my mobile app,please open my mobile app,5,2025-09-10,Bank of Abyssinia,Google Play
love it,love it,5,2024-12-30,Bank of Abyssinia,Google Play
it can't even open and only display error messages,it can t even open and only display error messages,1,2024-07-27,Bank of Abyssinia,Google Play
Wweeeer,wweeeer,4,2024-11-12,Bank of Abyssinia,Google Play
waw,waw,5,2025-11-21,Bank of Abyssinia,Google Play
Apollo's,apollo s,1,2024-08-29,Bank of Abyssinia,Google Play
good,good,4,2025-04-30,Bank of Abyssinia,Google Play
it's really good 👍,it s really good,5,2025-04-23,Bank of Abyssinia,Google Play
ብዙዬ ሺዋየ በለጠ,ብዙዬ ሺዋየ በለጠ,1,2025-06-15,Bank of Abyssinia,Google Play
Excellent,excellent,5,2024-07-16,Bank of Abyssinia,Google Play
Excellent app,excellent app,5,2024-06-29,Bank of Abyssinia,Google Play
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32","the bug is still there,the app crashes every time i try to log in, especially in old phones like my galaxy a32",1,2025-03-10,Bank of Abyssinia,Google Play
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,by assessing this you can tell abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Bank of Abyssinia,Google Play
"What's up I can't log in, what's wrong","what s up i can t log in, what s wrong",5,2024-10-22,Bank of Abyssinia,Google Play
Very nice,very nice,5,2024-12-13,Bank of Abyssinia,Google Play
Fast transfer,fast transfer,5,2024-10-24,Bank of Abyssinia,Google Play
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,it has been a while since you guys started giving the mobile app service but still couldn t get it to work. i m sure you know that it doesn t work already but not sure if you re lazy or incompetent to fix it. you are losing business because of this. complacency will have consequences.,1,2024-12-10,Bank of Abyssinia,Google Play
The worst mobile banking app,the worst mobile banking app,1,2024-07-11,Bank of Abyssinia,Google Play
👍,,5,2024-11-11,Bank of Abyssinia,Google Play
Nice,nice,5,2024-11-06,Bank of Abyssinia,Google Play
Good,good,5,2024-11-12,Bank of Abyssinia,Google Play
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,Bank of Abyssinia,Google Play
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!","please add language in the apps setting amharic afan oromo, tigniya,and others sometimes bank to bank transfer is not available through time and even if if it is available not reachable it is serious issue!",1,2025-02-15,Bank of Abyssinia,Google Play
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,worst app ever. totally unreliable. and it didn t work at all for the last 4 months.,1,2025-05-18,Bank of Abyssinia,Google Play
Yegema app tish🪨,yegema app tish,1,2024-09-08,Bank of Abyssinia,Google Play
most of the time is not working properly,most of the time is not working properly,1,2025-11-25,Bank of Abyssinia,Google Play
BoA,boa,5,2025-03-11,Bank of Abyssinia,Google Play
Worest Banking App Ever I seen. Fake App Bad Better to Leave,worest banking app ever i seen. fake app bad better to leave,1,2025-11-10,Bank of Abyssinia,Google Play
very good,very good,5,2025-03-25,Bank of Abyssinia,Google Play
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,Bank of Abyssinia,Google Play
